,品番,Year,Week_Number,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収〜回収LT）,日量数（箱数）,仕入先名,かんばん数
139,35195ECE010    ,2023,36,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,3.4149999999999996,2.1704166666666667,三共鋼業（株）,12
140,35195ECE010    ,2023,37,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,4.723000000000001,2.5075,三共鋼業（株）,13
141,35195ECE010    ,2023,38,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,4.596153846153846,1.8980769230769232,三共鋼業（株）,13
142,35195ECE010    ,2023,39,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,2.332,1.9929999999999999,三共鋼業（株）,5
143,35195TFG010    ,2023,35,0.62,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,3.9915384615384615,2.675,三共鋼業（株）,13
144,35195TFG010    ,2023,36,0.62,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,3.9599999999999995,2.3183333333333334,三共鋼業（株）,12
145,35195TFG010    ,2023,37,0.62,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,2.942,2.2329999999999997,三共鋼業（株）,13
146,35195TFG010    ,2023,38,0.62,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,3.6415384615384614,2.102307692307692,三共鋼業（株）,13
147,35195TFG010    ,2023,39,0.62,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,1.4957142857142856,1.794285714285714,三共鋼業（株）,7
148,35198ECE010    ,2023,35,0.58,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200.0,1.0,3.680769230769231,2.651666666666667,サトープレス工業（株）,13
149,35198ECE010    ,2023,36,0.58,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200.0,1.0,3.615,2.3908333333333336,サトープレス工業（株）,12
150,35198ECE010    ,2023,37,0.58,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200.0,1.0,3.457692307692308,2.318076923076923,サトープレス工業（株）,13
151,35198ECE010    ,2023,38,0.58,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200.0,1.0,3.763076923076923,2.2746153846153847,サトープレス工業（株）,13
152,35198ECE010    ,2023,39,0.58,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200.0,1.0,1.7583333333333335,2.0508333333333333,サトープレス工業（株）,6
153,35300ECB010    ,2023,35,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12.0,2.4206349206349205,3.538941798941799,78.77611940298507,アイシン精機（株）,378
154,35300ECB010    ,2023,36,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12.0,2.523936170212766,3.0633244680851064,69.78856382978724,アイシン精機（株）,376
155,35300ECB010    ,2023,37,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12.0,2.4910025706940875,3.256066838046272,67.35175664095972,アイシン精機（株）,389
156,35300ECB010    ,2023,38,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12.0,2.444126074498567,3.2507736389684814,67.98543457497613,アイシン精機（株）,349
157,35300ECB010    ,2023,39,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12.0,2.184834123222749,2.357109004739337,62.300947867298575,アイシン精機（株）,211
158,35312ECB010    ,2023,35,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63.0,1.0,3.026785714285715,6.53968253968254,（株）旭工業所,28
159,35312ECB010    ,2023,36,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63.0,1.0,2.085,6.0,（株）旭工業所,30
160,35312ECB010    ,2023,37,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63.0,1.0,1.7653333333333334,5.565608465608466,（株）旭工業所,30
161,35312ECB010    ,2023,38,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63.0,1.0,1.9135483870967742,5.642089093701997,（株）旭工業所,31
162,35312ECB010    ,2023,39,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63.0,1.0,1.4212500000000003,5.466931216931218,（株）旭工業所,24
163,35352ECB010    ,2023,35,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504.0,1.0,6.78,0.8273809523809523,五興商事（株）,3
164,35352ECB010    ,2023,36,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504.0,1.0,6.376666666666666,0.7632275132275131,五興商事（株）,3
165,35352ECB010    ,2023,37,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504.0,1.0,5.550000000000001,0.7385912698412699,五興商事（株）,4
166,35352ECB010    ,2023,38,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504.0,1.0,4.67,0.7837301587301587,五興商事（株）,3
167,35352ECB010    ,2023,39,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504.0,1.0,2.4650000000000003,0.4176587301587302,五興商事（株）,2
168,3539450A010    ,2023,35,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000.0,1.0,5.26,,ミズショー（株）,4
169,3539450A010    ,2023,36,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000.0,1.0,5.63,0.89625,ミズショー（株）,4
170,3539450A010    ,2023,37,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000.0,1.0,6.586666666666666,0.8773333333333334,ミズショー（株）,3
171,3539450A010    ,2023,38,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000.0,1.0,6.4399999999999995,0.8904,ミズショー（株）,5
172,35409ECB010    ,2023,35,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200.0,1.0,5.818,2.055,サンコール（株）,10
173,35409ECB010    ,2023,36,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200.0,1.0,2.9857142857142853,1.7707142857142857,サンコール（株）,7
174,35409ECB010    ,2023,37,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200.0,1.0,3.0844444444444443,1.7105555555555556,サンコール（株）,9
175,35409ECB010    ,2023,38,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200.0,1.0,3.137,1.7329999999999999,サンコール（株）,10
176,35409ECB010    ,2023,39,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200.0,1.0,1.906666666666667,1.6141666666666667,サンコール（株）,6
177,35441ECB010    ,2023,35,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48.0,1.0,2.705670103092783,19.695833333333333,（株）ニフコ,97
178,35441ECB010    ,2023,36,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48.0,1.0,2.3641573033707863,17.594101123595507,（株）ニフコ,89
179,35441ECB010    ,2023,37,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48.0,1.0,2.221530612244898,17.001062925170068,（株）ニフコ,98
180,35441ECB010    ,2023,38,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48.0,1.0,2.347840909090909,16.909801136363637,（株）ニフコ,88
181,35441ECB010    ,2023,39,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48.0,1.0,1.571641791044776,16.332089552238806,（株）ニフコ,67
182,35441TFA010    ,2023,35,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100.0,1.0,3.7674999999999996,4.125,（株）ニフコ,20
183,35441TFA010    ,2023,36,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100.0,1.0,2.90875,3.768125,（株）ニフコ,16
184,35441TFA010    ,2023,37,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100.0,1.0,2.2173684210526314,3.4478947368421053,（株）ニフコ,19
185,35441TFA010    ,2023,38,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100.0,1.0,2.3131578947368423,3.62,（株）ニフコ,19
186,35441TFA010    ,2023,39,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100.0,1.0,1.7233333333333332,3.1426666666666665,（株）ニフコ,15
187,3548255A010    ,2023,35,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300.0,1.0,4.715555555555556,1.7633333333333334,サトープレス工業（株）,9
188,3548255A010    ,2023,36,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300.0,1.0,6.03,1.6905555555555558,サトープレス工業（株）,6
189,3548255A010    ,2023,37,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300.0,1.0,3.57125,1.46375,サトープレス工業（株）,8
190,3548255A010    ,2023,38,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300.0,1.0,3.5828571428571427,1.399047619047619,サトープレス工業（株）,7
191,3548255A010    ,2023,39,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300.0,1.0,1.22,1.6560000000000001,サトープレス工業（株）,5
192,35482TFA010    ,2023,35,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000.0,1.0,14.065000000000001,0.372,サトープレス工業（株）,2
193,35482TFA010    ,2023,37,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000.0,1.0,7.095000000000001,0.369,サトープレス工業（株）,2
194,35482TFA010    ,2023,38,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000.0,1.0,7.510000000000001,0.42,サトープレス工業（株）,1
195,35501ECB010    ,2023,35,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100.0,1.0,3.277368421052632,4.13,大橋鉄工（株）,19
196,35501ECB010    ,2023,36,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100.0,1.0,2.328421052631579,3.831578947368421,大橋鉄工（株）,19
197,35501ECB010    ,2023,37,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100.0,1.0,2.1238095238095234,3.671904761904762,大橋鉄工（株）,21
198,35501ECB010    ,2023,38,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100.0,1.0,2.6233333333333335,3.677619047619048,大橋鉄工（株）,21
199,35501ECB010    ,2023,39,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100.0,1.0,1.6878571428571427,3.343571428571429,大橋鉄工（株）,14
200,35505ECB010    ,2023,35,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.4487179487179487,2.0164102564102566,16.0703125,中庸スプリング（株）,78
201,35505ECB010    ,2023,36,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.475609756097561,1.6489024390243903,15.395325203252034,中庸スプリング（株）,82
202,35505ECB010    ,2023,37,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.4588235294117646,1.5045882352941176,14.82892156862745,中庸スプリング（株）,85
203,35505ECB010    ,2023,38,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.4675324675324675,1.5681818181818181,14.709415584415584,中庸スプリング（株）,77
204,35505ECB010    ,2023,39,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.4,1.1532857142857142,14.857142857142858,中庸スプリング（株）,70
205,35556ECB010    ,2023,35,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100.0,1.4705882352941178,3.086875,4.11,（株）ギフ加藤製作所,17
206,35556ECB010    ,2023,36,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100.0,1.55,2.2033333333333336,3.6327777777777777,（株）ギフ加藤製作所,20
207,35556ECB010    ,2023,37,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100.0,1.4736842105263157,2.0938461538461537,3.5115384615384615,（株）ギフ加藤製作所,19
208,35556ECB010    ,2023,38,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100.0,1.5263157894736843,1.911875,3.514375,（株）ギフ加藤製作所,19
209,35556ECB010    ,2023,39,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100.0,1.4285714285714286,1.6014285714285716,3.6435714285714282,（株）ギフ加藤製作所,14
210,35557ECB010    ,2023,35,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46.0,1.4651162790697674,2.60025641025641,9.0,小川工業（株）,43
211,35557ECB010    ,2023,36,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46.0,1.4390243902439024,1.8727027027027026,7.877203290246769,小川工業（株）,41
212,35557ECB010    ,2023,37,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46.0,1.4545454545454546,1.8869230769230767,7.135451505016722,小川工業（株）,44
213,35557ECB010    ,2023,38,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46.0,1.4761904761904763,1.8216216216216214,7.539365452408931,小川工業（株）,42
214,35557ECB010    ,2023,39,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46.0,1.303030303030303,1.5666666666666667,7.529644268774703,小川工業（株）,33
215,35580ECB011    ,2023,35,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6.0,2.45,3.15,68.53508771929825,アイシン精機（株）,300
216,35580ECB011    ,2023,36,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6.0,2.4567164179104477,3.5813772455089823,60.81137724550898,アイシン精機（株）,335
217,35580ECB011    ,2023,37,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6.0,2.453216374269006,2.0027272727272725,58.82551319648094,アイシン精機（株）,342
218,35580ECB011    ,2023,38,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6.0,2.4466019417475726,2.860453074433657,59.39590075512405,アイシン精機（株）,309
219,35580ECB011    ,2023,39,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6.0,2.0788177339901477,1.9014285714285715,55.62807881773399,アイシン精機（株）,203
220,35595ECB010    ,2023,35,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40.0,1.0,2.3731250000000004,10.341666666666667,サトープレス工業（株）,48
221,35595ECB010    ,2023,36,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40.0,1.0,1.6204444444444446,9.310555555555556,サトープレス工業（株）,45
222,35595ECB010    ,2023,37,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40.0,1.0,1.5208000000000002,8.911,サトープレス工業（株）,50
223,35595ECB010    ,2023,38,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40.0,1.0,1.5721276595744682,8.628191489361702,サトープレス工業（株）,47
224,35595ECB010    ,2023,39,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40.0,1.0,1.2114285714285713,8.976190476190476,サトープレス工業（株）,42
225,3559850A010    ,2023,35,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100.0,1.411764705882353,2.965294117647059,4.13,アイコー（株）,17
226,3559850A010    ,2023,36,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100.0,1.4210526315789473,2.1310526315789473,3.834736842105263,アイコー（株）,19
227,3559850A010    ,2023,37,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100.0,1.5,1.9765000000000001,3.6865,アイコー（株）,20
228,3559850A010    ,2023,38,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100.0,1.5263157894736843,2.033684210526316,3.617368421052632,アイコー（株）,19
229,3559850A010    ,2023,39,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100.0,1.3333333333333333,1.47,3.658666666666667,アイコー（株）,15
230,35771ECB010    ,2023,35,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4.0,3.606060606060606,1.0438901098901099,79.91666666666667,アイシン機工（株）,462
231,35771ECB010    ,2023,36,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4.0,3.6023622047244093,0.8001425661914461,92.71894093686355,アイシン機工（株）,508
232,35771ECB010    ,2023,37,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4.0,3.583497053045187,0.8086199095022625,87.61142533936652,アイシン機工（株）,509
233,35771ECB010    ,2023,38,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4.0,3.5527426160337554,0.8141189427312776,86.76101321585904,アイシン機工（株）,474
234,35771ECB010    ,2023,39,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4.0,3.3503480278422275,0.880046403712297,88.9431554524362,アイシン機工（株）,431
235,35771ECE010    ,2023,35,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6.0,3.5669642857142856,1.3968325791855203,77.681592039801,アイシン機工（株）,448
236,35771ECE010    ,2023,36,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6.0,3.6159090909090907,1.2344470588235295,79.70470588235294,アイシン機工（株）,440
237,35771ECE010    ,2023,37,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6.0,3.6178489702517163,1.4323746701846967,75.64819700967459,アイシン機工（株）,437
238,35771ECE010    ,2023,38,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6.0,3.547979797979798,1.2996344647519582,75.7136640557006,アイシン機工（株）,396
239,35771ECE010    ,2023,39,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6.0,3.3628318584070795,0.9840412979351033,73.53638151425761,アイシン機工（株）,339
240,35847ECB010    ,2023,35,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80.0,1.0,3.0124137931034487,5.15,（株）メタルテック,29
241,35847ECB010    ,2023,36,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80.0,1.0,2.241851851851852,4.724537037037037,（株）メタルテック,27
242,35847ECB010    ,2023,37,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80.0,1.0,2.2947058823529414,4.273529411764706,（株）メタルテック,29
243,35847ECB010    ,2023,38,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80.0,1.0,2.1082758620689654,4.582327586206896,（株）メタルテック,29
244,35847ECB010    ,2023,39,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80.0,1.0,1.4037499999999998,4.558333333333334,（株）メタルテック,24
245,35847ECB020    ,2023,35,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70.0,1.0,3.0200000000000005,5.871428571428571,（株）メタルテック,29
246,35847ECB020    ,2023,36,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70.0,1.0,2.0791304347826087,5.072049689440994,（株）メタルテック,23
247,35847ECB020    ,2023,37,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70.0,1.0,2.0094117647058827,4.946218487394958,（株）メタルテック,29
248,35847ECB020    ,2023,38,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70.0,1.0,1.8492592592592592,5.01005291005291,（株）メタルテック,27
249,35847ECB020    ,2023,39,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70.0,1.0,1.24,4.957142857142857,（株）メタルテック,24
250,35847ECE010    ,2023,35,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40.0,1.0,2.4847058823529413,13.257142857142856,（株）メタルテック,68
251,35847ECE010    ,2023,36,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40.0,1.0,2.254,12.007083333333332,（株）メタルテック,60
252,35847ECE010    ,2023,37,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40.0,1.0,2.417948717948718,11.267948717948718,（株）メタルテック,65
253,35847ECE010    ,2023,38,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40.0,1.0,2.3398360655737704,11.282377049180328,（株）メタルテック,61
254,35847ECE010    ,2023,39,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40.0,1.0,1.5556249999999998,10.8671875,（株）メタルテック,48
255,35847ECE020    ,2023,35,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60.0,1.0,2.771777777777778,7.81851851851852,（株）メタルテック,45
256,35847ECE020    ,2023,36,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60.0,1.0,2.603658536585366,7.828048780487805,（株）メタルテック,41
257,35847ECE020    ,2023,37,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60.0,1.0,2.9928000000000003,7.4,（株）メタルテック,43
258,35847ECE020    ,2023,38,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60.0,1.0,2.6335,7.584999999999999,（株）メタルテック,40
259,35847ECE020    ,2023,39,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60.0,1.0,1.6132258064516127,7.197311827956989,（株）メタルテック,31
260,35882ECB010    ,2023,35,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50.0,1.0,2.6573333333333338,7.293333333333333,（株）メタルテック,45
261,35882ECB010    ,2023,36,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50.0,1.0,1.8157500000000002,7.346000000000001,（株）メタルテック,40
262,35882ECB010    ,2023,37,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50.0,1.0,1.9830769230769232,6.857692307692308,（株）メタルテック,45
263,35882ECB010    ,2023,38,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50.0,1.0,1.7036585365853658,6.976097560975609,（株）メタルテック,41
264,35882ECB010    ,2023,39,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50.0,1.0,1.2279487179487178,7.265641025641026,（株）メタルテック,39
265,36108ECB010    ,2023,35,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150.0,1.0,3.5775,2.7533333333333334,（株）オーハシテクニカ,12
266,36108ECB010    ,2023,36,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150.0,1.0,2.8541666666666665,2.503888888888889,（株）オーハシテクニカ,12
267,36108ECB010    ,2023,37,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150.0,1.0,2.6923076923076925,2.3446153846153845,（株）オーハシテクニカ,13
268,36108ECB010    ,2023,38,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150.0,1.0,2.7646153846153845,2.3712820512820514,（株）オーハシテクニカ,13
269,36108ECB010    ,2023,39,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150.0,1.0,2.00625,2.2316666666666665,（株）オーハシテクニカ,8
270,39171ECB010    ,2023,35,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16.0,12.1,,,（株）アイシン福井,70
271,39171ECB010    ,2023,36,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16.0,13.60759493670886,,,（株）アイシン福井,79
272,39171ECB010    ,2023,37,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16.0,12.950617283950617,,,（株）アイシン福井,81
273,39171ECB010    ,2023,38,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16.0,13.16842105263158,3.5819999999999994,26.25,（株）アイシン福井,95
