,品番,Year,Week_Number,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収〜回収LT）,日量数（箱数）,仕入先名,かんばん数
683,9056457A138    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,7.085000000000001,0.065,（株）ムロコーポレーション,5
684,9056457A138    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,6.600000000000001,0.13,（株）ムロコーポレーション,1
685,9056457A139    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,14.83,,（株）ムロコーポレーション,3
686,9056463A032    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,11.959999999999999,,（株）ムロコーポレーション,3
687,9056463A032    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,13.586666666666666,0.36000000000000004,（株）ムロコーポレーション,3
688,9056463A032    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,,,（株）ムロコーポレーション,1
689,9056463A033    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,4.537999999999999,,（株）ムロコーポレーション,6
690,9056463A033    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,5.62,0.10600000000000001,（株）ムロコーポレーション,6
691,9056463A033    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,3.56,0.13,（株）ムロコーポレーション,3
692,9056463A033    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,5.155,0.125,（株）ムロコーポレーション,2
693,9056463A033    ,2023,39,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,2.165,0.125,（株）ムロコーポレーション,2
694,9056463A034    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,3.758,,（株）ムロコーポレーション,6
695,9056463A034    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,3.318,0.046,（株）ムロコーポレーション,6
696,9056463A034    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,4.4399999999999995,0.05,（株）ムロコーポレーション,6
697,9056463A034    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,4.095,0.042499999999999996,（株）ムロコーポレーション,5
698,9056463A034    ,2023,39,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,2.185,0.042499999999999996,（株）ムロコーポレーション,4
699,9056463A035    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,3.65,,（株）ムロコーポレーション,4
700,9056463A035    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,4.0275,0.0,（株）ムロコーポレーション,5
701,9056463A035    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,2.775,0.0,（株）ムロコーポレーション,5
702,9056463A035    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,2.8280000000000003,0.0,（株）ムロコーポレーション,6
703,9056463A035    ,2023,39,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,1.84,0.0,（株）ムロコーポレーション,3
704,9056463A036    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,7.380000000000001,,（株）ムロコーポレーション,2
705,9056463A036    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,4.78,0.0,（株）ムロコーポレーション,2
706,9056463A036    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,1.25,0.0,（株）ムロコーポレーション,4
707,9056463A036    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,3.2439999999999998,0.0,（株）ムロコーポレーション,5
708,9056463A036    ,2023,39,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,2.0400000000000005,0.0,（株）ムロコーポレーション,1
709,9056463A037    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,,,（株）ムロコーポレーション,1
710,9056463A037    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,12.63,0.0,（株）ムロコーポレーション,1
711,9056463A037    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,7.19,0.0,（株）ムロコーポレーション,2
712,9056463A037    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,9.860000000000001,0.0,（株）ムロコーポレーション,1
713,9093003179,2023,35,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,2.625,4.1450000000000005,1.89,（株）青山製作所,8
714,9093003179,2023,36,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,2.5714285714285716,5.5928571428571425,1.544285714285714,（株）青山製作所,7
715,9093003179,2023,37,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,4.2,3.6399999999999997,1.5628888888888888,（株）青山製作所,10
716,9093003179,2023,38,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.857142857142857,4.208333333333333,1.7936666666666667,（株）青山製作所,7
717,9093003179,2023,39,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.0,2.1300000000000003,1.289,（株）青山製作所,4
718,9094906A012    ,2023,35,0.59,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,2.34,500.0,1.5625,2.5428125,4.332,中庸スプリング（株）,32
719,9094906A012    ,2023,36,0.59,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,2.34,500.0,1.4,2.298,6.121333333333333,中庸スプリング（株）,30
720,9094906A012    ,2023,37,0.59,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,2.34,500.0,1.393939393939394,1.9354545454545453,5.5458181818181815,中庸スプリング（株）,33
721,9094906A012    ,2023,38,0.59,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,2.34,500.0,1.5,2.5353333333333334,5.613933333333334,中庸スプリング（株）,30
722,9094906A012    ,2023,39,0.59,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,2.34,500.0,1.3333333333333333,1.31,5.18552380952381,中庸スプリング（株）,21
723,9155180614,2023,35,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.7333333333333334,2.661428571428572,3.0693333333333337,（株）青山製作所,15
724,9155180614,2023,36,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.8,2.1700000000000004,2.803377777777778,（株）青山製作所,15
725,9155180614,2023,37,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.066666666666667,2.417857142857143,2.680095238095238,（株）青山製作所,15
726,9155180614,2023,38,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.142857142857143,2.587142857142857,2.8364761904761906,（株）青山製作所,14
727,9155180614,2023,39,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,2.6666666666666665,2.0433333333333334,2.6548148148148147,（株）青山製作所,9
728,9155180640,2023,35,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,3.2222222222222223,5.5811111111111105,1.79,（株）青山製作所,9
729,9155180640,2023,36,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,4.3,4.2988888888888885,1.8688888888888888,（株）青山製作所,10
730,9155180640,2023,37,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,3.6666666666666665,5.82625,1.2854999999999999,（株）青山製作所,9
731,9155180640,2023,38,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,4.875,4.1433333333333335,1.5023333333333333,（株）青山製作所,8
732,9155180640,2023,39,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,3.3333333333333335,1.5599999999999998,1.798,（株）青山製作所,3
733,9161140614,2023,35,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2500.0,3.413793103448276,1.7182758620689655,4.8396799999999995,（株）青山製作所,29
734,9161140614,2023,36,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2500.0,3.5172413793103448,1.3017241379310345,5.379310344827586,（株）青山製作所,29
735,9161140614,2023,37,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2500.0,3.3548387096774195,1.6610344827586208,5.498262068965517,（株）青山製作所,31
736,9161140614,2023,38,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2500.0,3.5357142857142856,1.474,5.133568,（株）青山製作所,28
737,9161140614,2023,39,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2500.0,3.7142857142857144,1.227142857142857,5.1626666666666665,（株）青山製作所,21
738,9167180618,2023,35,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,3.0714285714285716,3.0171428571428573,2.838,（株）青山製作所,14
739,9167180618,2023,36,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,3.142857142857143,3.3053846153846154,2.5721538461538462,（株）青山製作所,14
740,9167180618,2023,37,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,3.357142857142857,3.49,2.440384615384615,（株）青山製作所,14
741,9167180618,2023,38,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,3.857142857142857,2.9200000000000004,2.359090909090909,（株）青山製作所,14
742,9167180618,2023,39,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,2.125,2.3587499999999997,2.044125,（株）青山製作所,8
743,G1144ECB010    ,2023,35,0.63,2.0,ＴＰ３３１フタナシ,1.0,1.0,2.28,6.0,1.0,2.2461464968152867,68.5,住友電気工業（株）,314
744,G1144ECB010    ,2023,36,0.63,2.0,ＴＰ３３１フタナシ,1.0,1.0,2.28,6.0,1.0,1.6896855345911952,61.70754716981132,住友電気工業（株）,318
745,G1144ECB010    ,2023,37,0.63,2.0,ＴＰ３３１フタナシ,1.0,1.0,2.28,6.0,1.0,1.6429253731343283,58.9910447761194,住友電気工業（株）,335
746,G1144ECB010    ,2023,38,0.63,2.0,ＴＰ３３１フタナシ,1.0,1.0,2.28,6.0,1.0,1.6245723684210527,58.773574561403514,住友電気工業（株）,304
747,G1144ECB010    ,2023,39,0.63,2.0,ＴＰ３３１フタナシ,1.0,1.0,2.28,6.0,1.0,1.226476868327402,58.90747330960854,住友電気工業（株）,281
748,G1144ECE010    ,2023,35,0.58,2.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,8.0,1.0,2.11935860058309,63.792910447761194,矢崎総業（株）,343
749,G1144ECE010    ,2023,36,0.58,2.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,8.0,1.0,1.9741479099678458,59.353697749196144,矢崎総業（株）,311
750,G1144ECE010    ,2023,37,0.58,2.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,8.0,1.0,1.9146319018404907,57.202837423312886,矢崎総業（株）,326
751,G1144ECE010    ,2023,38,0.58,2.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,8.0,1.0,1.9686577181208054,56.769295302013425,矢崎総業（株）,298
752,G1144ECE010    ,2023,39,0.58,2.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,8.0,1.0,1.3638976377952756,55.51673228346457,矢崎総業（株）,254
753,G1163ECB010    ,2023,35,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,80.0,3.1666666666666665,0.8111428571428572,5.64,（株）青山製作所,36
754,G1163ECB010    ,2023,36,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,80.0,3.42,0.8808510638297872,8.709574468085107,（株）青山製作所,50
755,G1163ECB010    ,2023,37,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,80.0,3.4545454545454546,0.9946341463414634,7.93079268292683,（株）青山製作所,44
756,G1163ECB010    ,2023,38,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,80.0,3.282608695652174,1.077906976744186,8.094767441860466,（株）青山製作所,46
757,G1163ECB010    ,2023,39,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,80.0,3.3684210526315788,0.9728947368421053,8.200657894736842,（株）青山製作所,38
758,G1163ECE010    ,2023,35,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,100.0,3.3168316831683167,1.2771000000000001,12.946875,（株）青山製作所,101
759,G1163ECE010    ,2023,36,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,100.0,3.4757281553398056,1.0651515151515152,18.566666666666666,（株）青山製作所,103
760,G1163ECE010    ,2023,37,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,100.0,3.443396226415094,1.3740625,17.912187499999998,（株）青山製作所,106
761,G1163ECE010    ,2023,38,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,100.0,3.2795698924731185,1.4614285714285715,17.592197802197802,（株）青山製作所,93
762,G1163ECE010    ,2023,39,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,100.0,3.3,0.9962500000000001,17.229375,（株）青山製作所,80
763,G117362010     ,2023,35,0.85,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,3.05,18.0,1.0,2.7916342412451365,52.51781970649895,多摩川精機販売（株）,257
764,G117362010     ,2023,36,0.85,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,3.05,18.0,1.0,2.4869230769230772,46.73100664767331,多摩川精機販売（株）,234
765,G117362010     ,2023,37,0.85,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,3.05,18.0,1.0,2.3294615384615387,45.019444444444446,多摩川精機販売（株）,260
766,G117362010     ,2023,38,0.85,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,3.05,18.0,1.0,2.357142857142857,44.608225108225106,多摩川精機販売（株）,231
767,G117362010     ,2023,39,0.85,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,3.05,18.0,1.0,1.561489361702128,43.97872340425532,多摩川精機販売（株）,188
768,G1174ECB010    ,2023,35,0.85,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50.0,1.0,3.5065789473684212,8.235000000000001,住友電装（株）,38
769,G1174ECB010    ,2023,36,0.85,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50.0,1.0,2.3634285714285714,7.233714285714286,住友電装（株）,35
770,G1174ECB010    ,2023,37,0.85,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50.0,1.0,2.39780487804878,6.920487804878049,住友電装（株）,41
771,G1174ECB010    ,2023,38,0.85,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50.0,1.0,2.424285714285714,6.981142857142857,住友電装（株）,35
772,G1174ECB010    ,2023,39,0.85,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50.0,1.0,1.6113333333333335,7.059333333333333,住友電装（株）,30
773,G1174ECE010    ,2023,35,0.87,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50.0,1.0,3.4874545454545456,10.63090909090909,住友電装（株）,55
774,G1174ECE010    ,2023,36,0.87,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50.0,1.0,3.127708333333333,9.529583333333333,住友電装（株）,48
775,G1174ECE010    ,2023,37,0.87,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50.0,1.0,3.064705882352941,9.016470588235293,住友電装（株）,51
776,G1174ECE010    ,2023,38,0.87,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50.0,1.0,2.955531914893617,9.029361702127659,住友電装（株）,47
777,G1174ECE010    ,2023,39,0.87,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50.0,1.0,1.996875,8.625625,住友電装（株）,32
778,G1250ECB010    ,2023,35,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.4736842105263157,3.0989473684210522,3.2125,（株）バルカー,19
779,G1250ECB010    ,2023,36,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.4444444444444444,2.4499999999999997,3.6657407407407407,（株）バルカー,18
780,G1250ECB010    ,2023,37,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.5,2.0709999999999997,3.540833333333333,（株）バルカー,20
781,G1250ECB010    ,2023,38,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.4736842105263157,2.3278947368421052,3.5078947368421054,（株）バルカー,19
782,G1250ECB010    ,2023,39,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.3125,1.723125,3.5697916666666667,（株）バルカー,16
783,G1250ECC010    ,2023,35,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.5,4.5075,2.6,（株）バルカー,12
784,G1250ECC010    ,2023,36,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.6363636363636365,3.821818181818182,2.3954545454545455,（株）バルカー,11
785,G1250ECC010    ,2023,37,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.4615384615384615,2.46,2.3589743589743586,（株）バルカー,13
786,G1250ECC010    ,2023,38,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.4166666666666667,2.9675,2.2263888888888888,（株）バルカー,12
787,G1250ECC010    ,2023,39,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.4444444444444444,2.0944444444444446,2.244444444444445,（株）バルカー,9
788,G1250ECE010    ,2023,35,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.5348837209302326,3.145581395348837,7.993333333333334,（株）バルカー,43
789,G1250ECE010    ,2023,36,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.4878048780487805,2.870731707317073,7.61788617886179,（株）バルカー,41
790,G1250ECE010    ,2023,37,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.5,3.017142857142857,7.521825396825397,（株）バルカー,42
791,G1250ECE010    ,2023,38,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.45,2.6614999999999998,7.6075,（株）バルカー,40
792,G1250ECE010    ,2023,39,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.4482758620689655,1.9182758620689653,7.114367816091954,（株）バルカー,29
793,G9201ECB030    ,2023,35,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8.0,1.4659498207885304,1.8927338129496405,49.43181818181818,佐藤工業（株）,279
794,G9201ECB030    ,2023,36,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8.0,1.4335443037974684,4.176297468354431,46.78243670886076,佐藤工業（株）,316
795,G9201ECB030    ,2023,37,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8.0,1.425,3.8214285714285716,42.605,佐藤工業（株）,200
796,G9201ECB030    ,2023,38,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8.0,1.4324324324324325,2.095675675675676,42.52094594594595,佐藤工業（株）,185
797,G9201ECB030    ,2023,39,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8.0,1.4251207729468598,1.1889371980676329,44.17028985507246,佐藤工業（株）,207
798,G9201ECE010    ,2023,35,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8.0,1.48,2.49155,64.20210280373831,佐藤工業（株）,400
799,G9201ECE010    ,2023,36,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8.0,1.4148148148148147,5.470617283950617,59.965123456790124,佐藤工業（株）,405
800,G9201ECE010    ,2023,37,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8.0,1.4086021505376345,3.8652789699570818,54.076716738197426,佐藤工業（株）,279
801,G9201ECE010    ,2023,38,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8.0,1.4221311475409837,1.950614754098361,54.470799180327866,佐藤工業（株）,244
802,G9201ECE010    ,2023,39,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8.0,1.4234693877551021,1.8131632653061225,53.46619897959184,佐藤工業（株）,196
803,G9210ECB010    ,2023,35,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,4.826923076923077,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,156
804,G9210ECB010    ,2023,36,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,4.380769230769231,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,260
805,G9210ECB010    ,2023,37,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,5.444444444444445,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,54
806,G9210ECB010    ,2023,38,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,5.311320754716981,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,212
807,G9210ECB010    ,2023,39,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,4.893280632411067,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,253
808,G9210ECC010    ,2023,35,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,4.37962962962963,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,108
809,G9210ECC010    ,2023,36,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,4.86060606060606,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,165
810,G9210ECC010    ,2023,37,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,4.285714285714286,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,28
811,G9210ECC010    ,2023,38,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,4.925373134328358,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,134
812,G9210ECC010    ,2023,39,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,5.238095238095238,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,126
813,G9210ECE010    ,2023,35,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,4.428571428571429,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,105
814,G9210ECE010    ,2023,36,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,4.8355263157894735,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,152
815,G9210ECE010    ,2023,37,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,18
816,G9210ECE010    ,2023,38,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,5.402010050251256,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,199
817,G9210ECE010    ,2023,39,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,5.251968503937008,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,127
818,G9210ECE020    ,2023,35,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,4.658064516129032,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,310
819,G9210ECE020    ,2023,36,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,5.041841004184101,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,239
820,G9210ECE020    ,2023,37,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,3.272727272727273,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,66
821,G9210ECE020    ,2023,38,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,5.496644295302014,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,298
822,G9210ECE020    ,2023,39,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,5.086330935251799,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,278
823,G9210ECE030    ,2023,36,1.0,3.0,TP341.5,1.0,6.0,3.3,1.0,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,30
824,G9210ECE030    ,2023,39,1.0,3.0,TP341.5,1.0,6.0,3.3,1.0,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,30
