,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,仕入先名,日量数（箱数）,発注〜印刷LT,発注〜検収LT,発注〜順立装置入庫LT,発注〜順立装置出庫LT,発注〜回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,収容数,納入かんばん数,合計日量数（箱数）,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収〜回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX
0,019128GA010    ,2023,50,26.0,78.0,80.0,石黒ゴム工業（株）,15.94,0.11,3.6,4.0,4.6850000000000005,5.015000000000001,1.07,1.140323488045007,1.0,"箱種類    TP-342 ﾊﾝﾖｳ
箱種類       Aﾊﾟﾚﾌﾀﾅｼ
Name: 33, dtype: object",1.0,24.0,19.68,50,50,77.76,3.49,0.3999999999999999,0.6850000000000005,0.33000000000000007,1.4150000000000005,0.29,1.3224299065420564,1.2408759574231907,18.929787476732137,1.27507520330612
1,01912ECB010    ,2023,50,7.0,26.0,27.0,石黒ゴム工業（株）,5.3133333333333335,0.13,3.6,4.0,5.21,5.59,0.85,1.0609828283420266,1.0,"箱種類    TP-332 ﾊﾝﾖｳ
箱種類      ＴＰ３４１フタナシ
Name: 34, dtype: object",1.0,6.0,4.92,300,17,25.913333333333334,3.47,0.3999999999999999,1.21,0.3799999999999999,1.9899999999999998,0.29,2.341176470588235,1.8756194227099103,13.352436501746414,0.48263683896752574
2,01912ECB040    ,2023,50,30.0,105.0,98.0,愛産樹脂工業（株）,19.925,0.26,4.41,4.41,5.83,6.05,0.25,0.3062587904360056,1.0,"箱種類    TP-342 ﾊﾝﾖｳ
箱種類    ＴＰ３３１．５フタナシ
Name: 32, dtype: object",1.0,1.0,3.05,40,65,78.5,4.15,0.0,1.42,0.21999999999999975,1.6399999999999997,0.0,6.559999999999999,5.354948335246842,3.7176448719736044,1.2175870775001592
3,01912ECB060    ,2023,50,1.0,4.0,1.0,新光ゴム工業（株）,0.8887499999999999,0.12,5.4,5.42,6.105,7.895,0.78,2.173121462777536,1.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 88, dtype: object",1.0,6.0,5.76,400,2,1.7774999999999999,5.28,0.019999999999999574,0.6850000000000005,1.7899999999999991,2.494999999999999,0.0,3.1987179487179476,1.1481180609256236,9.986767533018751,0.09823829237840744
4,1040043104R    ,2023,50,1.0,8.0,3.0,（株）ギフ加藤製作所,1.494,0.24,3.98,4.38,4.74,6.18,0.75,2.7486675549633577,3.0,"箱種類      AW-131 ｾﾝﾖｳ
箱種類    サンボックス＃９Ｆフタナシ
Name: 50, dtype: object",1.0,1.0,1.9,1000,5,5.98,3.74,0.3999999999999999,0.3600000000000003,1.4399999999999995,2.1999999999999997,0.12,2.933333333333333,0.8003878082772828,2.3080829063379955,0.25794583399682774
5,1040052001Z    ,2023,50,2.0,9.0,10.0,（株）青山製作所,1.96,0.32,1.205,1.4449999999999998,2.95,3.375,1.07,2.5480145338095825,3.0,"箱種類    TP-131 ﾊﾝﾖｳ
箱種類      ＴＰ１３１フタナシ
Name: 2, dtype: object",1.0,1.0,0.73,200,4,3.915,0.885,0.23999999999999977,1.5050000000000003,0.4249999999999998,2.17,0.08,2.02803738317757,0.8516434938679858,5.898313082458416,0.25137271236968733
6,1040183011P    ,2023,50,1.0,8.0,2.0,（株）青山製作所,2.136,0.3,1.18,1.57,1.76,2.36,1.04,1.5237227301310887,1.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ１３１フタナシ
Name: 3, dtype: object",1.0,1.0,0.73,500,9,10.661999999999999,0.8799999999999999,0.3900000000000001,0.18999999999999995,0.5999999999999999,1.18,0.08,1.1346153846153846,0.774419109635834,2.706154878656015,0.20206286468943713
7,2030044001J    ,2023,50,2.0,4.0,4.0,ＮＯＫ（株）,0.8887499999999999,0.23500000000000001,2.9,3.125,3.5300000000000002,4.535,0.58,1.7409345523146134,1.0,"箱種類    TP-131 ﾊﾝﾖｳ
箱種類     テンバコ１０フタナシ
Name: 116, dtype: object",1.0,8.0,9.0,400,2,1.7774999999999999,2.665,0.2250000000000001,0.40500000000000025,1.005,1.6350000000000002,0.03,2.81896551724138,0.9391507554527132,18.002812939521803,0.11014220124509434
8,2030045013L    ,2023,50,2.0,3.0,4.0,伊藤金属工業（株）,0.9425,0.1,4.13,4.47,7.58,8.57,0.53,3.676385589554,3.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ３４１フタナシ
Name: 43, dtype: object",1.0,6.0,4.92,2000,1,0.9425,4.03,0.33999999999999986,3.1100000000000003,0.9900000000000002,4.44,0.0,8.377358490566039,1.2077079217739612,21.506918058642196,0.09211866597300099
9,2030052002N    ,2023,50,3.0,12.0,12.0,（株）杉浦製作所,2.49,0.13,0.91,1.13,2.17,2.38,0.54,1.7392005329780147,3.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 89, dtype: object",1.0,6.0,5.76,300,9,9.966666666666667,0.78,0.21999999999999986,1.04,0.20999999999999996,1.4699999999999998,0.12,2.7222222222222214,0.8452159323358384,10.69366222285592,0.26706638259847726
10,3040052001B    ,2023,50,2.0,27.0,23.0,（株）青山製作所,6.758,0.31,1.26,1.56,1.82,2.68,1.02,1.4601473026306138,3.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ３３２フタナシ
Name: 4, dtype: object",1.0,1.0,1.9,500,23,33.826,0.95,0.30000000000000004,0.26,0.8600000000000001,1.4200000000000002,0.08,1.3921568627450982,0.9725046215828472,1.0205018828259738,0.24641460943819588
11,33490ECB010    ,2023,50,33.0,398.0,411.0,マレリ（株）,89.0,0.32,4.09,4.41,4.56,4.73,0.82,0.8548280365694384,3.0,"箱種類      TP-332 ﾊﾝﾖｳ
箱種類    サンボックス＃９Ｆフタナシ
Name: 53, dtype: object",1.0,1.0,1.9,4,401,444.25,3.77,0.3200000000000003,0.14999999999999947,0.17000000000000082,0.6400000000000006,0.23,0.7804878048780495,0.7486885930513263,1.2785741960480435,0.3483637358639429
12,33490ECE010    ,2023,50,65.0,453.0,456.0,マレリ（株）,97.75,0.32,4.09,4.26,5.0,5.165,0.81,0.8395602906761918,3.0,"箱種類    TP-332 ﾊﾝﾖｳ
箱種類      ＴＰ１３１フタナシ
Name: 54, dtype: object",1.0,1.0,1.74,4,422,490.25,3.77,0.16999999999999993,0.7400000000000002,0.16500000000000004,1.0750000000000002,0.23,1.3271604938271606,1.2804321642394287,2.4268672876957824,0.6186683618625115
13,34989ECB020    ,2023,50,6.0,7.0,8.0,（株）槌屋,1.594,0.26,4.5,4.84,6.18,7.31,0.81,1.5132348804500704,1.0,"箱種類    TP-131 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタアリ
Name: 106, dtype: object",1.0,1.0,1.9,500,1,1.594,4.24,0.33999999999999986,1.3399999999999999,1.13,2.8099999999999996,0.0,3.469135802469135,1.8569490013105183,12.979708389218187,0.4094610510149115
14,35141ECB010    ,2023,50,12.0,95.0,104.0,（株）アイシン福井,22.1875,0.26,1.0,0.98,1.5,1.67,0.62,0.7593121462777536,3.0,"箱種類          Aﾊﾟﾚ ﾊﾝﾖｳ
箱種類    ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ
Name: 84, dtype: object",1.0,4.0,4.0,16,89,111.0625,0.74,-0.020000000000000018,0.52,0.16999999999999993,0.6699999999999999,,1.0806451612903225,0.8823775614342885,4.326760563380281,1.0925966000625165
15,35141ECE010    ,2023,50,23.0,80.0,90.0,（株）アイシン福井,19.6,0.2,1.01,1.0,2.08,2.24,0.63,0.7778014533809583,3.0,"箱種類          Aﾊﾟﾚ ﾊﾝﾖｳ
箱種類    ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ
Name: 85, dtype: object",1.0,4.0,4.0,20,63,98.05000000000001,0.81,-0.010000000000000009,1.08,0.16000000000000014,1.2300000000000002,,1.9523809523809528,1.581380434111326,9.387755102040815,1.506442816660429
16,35145ECB010    ,2023,50,6.0,18.0,17.0,三共鋼業（株）,3.56,0.1,2.855,3.1849999999999996,4.27,4.555,0.62,1.49070091423596,3.0,"箱種類        AW-131 ｾﾝﾖｳ
箱種類    ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ
Name: 78, dtype: object",1.0,4.0,4.0,100,12,17.77,2.755,0.3299999999999996,1.085,0.28500000000000014,1.6999999999999997,0.0,2.7419354838709675,1.1404031377221724,13.483146067415728,0.41233865512736173
17,35145ECE010    ,2023,50,6.0,21.0,18.0,三共鋼業（株）,3.91,0.1,3.85,4.14,4.765,5.01,0.65,0.8963357556349304,1.0,"箱種類        AW-131 ｾﾝﾖｳ
箱種類    ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ
Name: 79, dtype: object",1.0,4.0,4.0,100,14,15.74,3.75,0.2899999999999996,0.625,0.2450000000000001,1.1599999999999997,0.0,1.784615384615384,1.29415790088425,12.27621483375959,0.44612269743353944
18,35145ECE020    ,2023,50,4.0,18.0,18.0,（株）浅賀井製作所,3.91,0.675,2.7199999999999998,3.05,4.12,4.515000000000001,0.65,0.8963357556349304,1.0,"箱種類    TP-131 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 27, dtype: object",1.0,1.0,2.28,100,14,15.74,2.045,0.33000000000000007,1.0700000000000003,0.39500000000000046,1.7950000000000008,0.13,2.761538461538463,2.002597786282095,3.1189570207722537,0.5536748282256959
19,35165ECE010    ,2023,50,4.0,9.0,9.0,（株）松尾製作所,1.955,0.07,3.31,3.66,4.41,5.67,0.63,1.1226715112698609,1.0,"箱種類    TP-131 ﾊﾝﾖｳ
箱種類       Aﾊﾟﾚﾌﾀﾅｼ
Name: 133, dtype: object",1.0,24.0,19.68,200,5,5.865,3.24,0.3500000000000001,0.75,1.2599999999999998,2.36,0.0,3.7460317460317456,2.1021286959803485,23.745096390250655,0.16719399147499148
20,35174ECB010    ,2023,50,10.0,70.0,81.0,（株）浅賀井製作所,17.75,0.61,1.83,2.09,2.7,2.87,0.91,0.9680467276157309,1.0,"箱種類    TP-332 ﾊﾝﾖｳ
箱種類    ＴＰ３３１．５フタナシ
Name: 28, dtype: object",1.0,1.0,3.05,20,71,88.85,1.2200000000000002,0.2599999999999998,0.6100000000000003,0.16999999999999993,1.04,0.13,1.1428571428571428,1.0743283049584682,1.3910624239262737,0.4992869577126476
21,35174ECE010    ,2023,50,12.0,41.0,45.0,（株）浅賀井製作所,9.775,0.61,3.52,3.87,4.08,4.34,0.87,0.9685343022539722,1.0,"箱種類    TP-332 ﾊﾝﾖｳ
箱種類          ＴＰ３３２
Name: 29, dtype: object",1.0,1.0,3.25,40,33,39.35,2.91,0.3500000000000001,0.20999999999999996,0.2599999999999998,0.8199999999999998,0.13,0.9425287356321838,0.8466401221843114,2.8885211373551973,0.9123899495895803
22,35174ECE020    ,2023,50,7.0,20.0,21.0,（株）浅賀井製作所,4.344444444444444,0.62,3.72,3.9,4.1,4.36,0.63,1.295106540214312,3.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ３６２フタナシ
Name: 30, dtype: object",1.0,1.0,2.28,90,13,17.488888888888887,3.1,0.17999999999999972,0.19999999999999973,0.2600000000000007,0.6400000000000001,0.13,1.015873015873016,0.49416783880505616,4.9123573077163,0.7388623903557203
23,35195ECE010    ,2023,50,5.0,13.0,9.0,三共鋼業（株）,1.9525000000000001,0.105,3.8600000000000003,4.14,5.305,6.015,0.66,2.1380145338095824,3.0,"箱種類        TP-131 ﾊﾝﾖｳ
箱種類    ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ
Name: 80, dtype: object",1.0,4.0,4.0,400,4,3.9050000000000002,3.7550000000000003,0.27999999999999936,1.165,0.71,2.1549999999999994,0.0,3.2651515151515142,1.0079445045493454,20.4865556978233,0.23727825856837695
24,35195TFG010    ,2023,50,4.0,11.0,9.0,三共鋼業（株）,1.955,0.1,2.855,3.1849999999999996,4.234999999999999,4.785,0.62,1.1126715112698609,1.0,"箱種類        TP-131 ﾊﾝﾖｳ
箱種類    ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ
Name: 81, dtype: object",1.0,4.0,4.0,400,6,9.805,2.755,0.3299999999999996,1.0499999999999998,0.5500000000000007,1.9300000000000002,0.0,3.112903225806452,1.7345640473865869,16.36828644501279,0.23592157960660073
25,35198ECE010    ,2023,50,5.0,11.0,9.0,サトープレス工業（株）,1.955,0.12,3.94,4.16,4.98,5.17,0.58,1.0726715112698608,1.0,"箱種類       AW-331 ｾﾝﾖｳ
箱種類    サンボックス＃２４Ａフタアリ
Name: 70, dtype: object",1.0,4.0,4.0,200,5,5.91,3.82,0.2200000000000002,0.8200000000000003,0.1899999999999995,1.23,0.0,2.1206896551724137,1.1466697745555756,20.460358056265985,0.2375651504197521
26,35300ECB010    ,2023,50,86.0,259.0,290.0,アイシン精機（株）,62.25,0.2,1.19,1.68,2.95,3.1950000000000003,0.91,0.9579680213191206,3.0,"箱種類    TP-341 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 0, dtype: object",1.0,1.0,2.14,12,206,249.16666666666666,0.99,0.49,1.2700000000000002,0.2450000000000001,2.0050000000000003,0.14,2.2032967032967035,2.092971743711359,4.399764663750543,1.232758145317017
27,35312ECB010    ,2023,50,5.0,22.0,26.0,（株）旭工業所,5.650793650793651,0.68,4.02,4.25,4.36,4.58,0.59,0.7728471919895515,1.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類    ＴＰ３３１．５フタナシ
Name: 31, dtype: object",1.0,1.0,3.05,63,21,22.476190476190478,3.3399999999999994,0.23000000000000043,0.11000000000000032,0.21999999999999975,0.5600000000000005,0.0,0.9491525423728823,0.7245934329636167,2.184769038701623,0.6159074831605817
28,3539450A010    ,2023,50,2.0,1.0,1.0,ミズショー（株）,0.747,0.24,2.07,2.44,3.57,4.57,0.75,4.747335109926715,3.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ３４１フタナシ
Name: 134, dtype: object",1.0,6.0,4.92,2000,1,0.747,1.8299999999999998,0.3700000000000001,1.13,1.0000000000000004,2.5000000000000004,0.0,3.333333333333334,0.526611233905203,27.135569304244004,0.07326699926132045
29,35409ECB010    ,2023,50,3.0,6.0,8.0,サンコール（株）,1.78,0.12,4.39,4.64,6.01,6.39,0.7,1.2804672761573066,1.0,"箱種類        AW-131 ｾﾝﾖｳ
箱種類    ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ
Name: 357, dtype: object",1.0,4.0,4.0,200,5,5.34,4.27,0.25,1.37,0.3799999999999999,2.0,0.0,2.857142857142857,1.5619298026904813,13.483146067415728,0.21402359550021405
30,35441ECB010    ,2023,50,15.0,58.0,72.0,（株）ニフコ,15.5625,0.09,4.23,4.52,4.68,4.81,0.71,0.9018720852764824,3.0,"箱種類        TP-331 ﾊﾝﾖｳ
箱種類    ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ
Name: 355, dtype: object",1.0,4.0,4.0,48,57,77.875,4.140000000000001,0.28999999999999915,0.16000000000000014,0.1299999999999999,0.5799999999999992,0.0,0.8169014084507031,0.6431067215282437,7.710843373493976,1.2116714618524218
31,35441TFA010    ,2023,50,4.0,14.0,16.0,（株）ニフコ,3.5549999999999997,0.09,3.2300000000000004,3.62,4.87,5.025,0.71,1.0002336380786532,1.0,"箱種類        TP-331 ﾊﾝﾖｳ
箱種類    ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ
Name: 356, dtype: object",1.0,4.0,4.0,100,12,14.16,3.1400000000000006,0.3899999999999997,1.25,0.15500000000000025,1.795,0.0,2.528169014084507,1.7945807176091497,9.001406469760902,0.39730206195439505
32,3548255A010    ,2023,50,1.0,8.0,4.0,サトープレス工業（株）,1.3016666666666667,0.125,3.9450000000000003,4.1899999999999995,4.895,6.61,0.61,1.3490072669047912,1.0,"箱種類       AW-131 ｾﾝﾖｳ
箱種類    サンボックス＃２４Ａフタアリ
Name: 71, dtype: object",1.0,4.0,4.0,300,4,3.91,3.8200000000000003,0.24499999999999922,0.7050000000000001,1.7150000000000007,2.665,0.0,4.368852459016393,1.9755267932059906,6.1459667093469905,0.15298785176554547
33,35501ECB010    ,2023,50,4.0,15.0,17.0,大橋鉄工（株）,3.5549999999999997,0.13,2.455,2.72,3.54,3.6799999999999997,0.64,0.9302336380786532,1.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ３４１フタナシ
Name: 45, dtype: object",1.0,6.0,4.92,100,12,14.16,2.325,0.2650000000000001,0.8199999999999998,0.13999999999999968,1.2249999999999996,0.0,1.9140624999999993,1.316873471196086,11.403808872163303,0.3285674927321268
34,35505ECB010    ,2023,50,10.0,69.0,71.0,中庸スプリング（株）,14.833333333333334,0.33,1.35,1.65,2.2,2.4850000000000003,0.85,0.9196560731388768,1.0,"箱種類    AW-131 ｾﾝﾖｳ
箱種類      TP341ﾌﾀﾅｼ
Name: 103, dtype: object",1.0,4.0,8.04,24,62,74.04166666666667,1.02,0.2999999999999998,0.5500000000000003,0.28500000000000014,1.1350000000000002,0.1,1.3352941176470592,1.234157021467964,2.9829969175698516,1.3453523674094843
35,35556ECB010    ,2023,50,3.0,17.0,18.0,（株）ギフ加藤製作所,3.55,0.18,3.015,3.395,4.205,4.8149999999999995,0.79,1.0802336380786532,1.0,"箱種類      TP-131 ﾊﾝﾖｳ
箱種類    サンボックス＃９Ｆフタナシ
Name: 51, dtype: object",1.0,1.0,1.9,100,12,17.77,2.835,0.3799999999999999,0.81,0.6099999999999994,1.7999999999999994,0.12,2.278481012658227,1.666306192058184,2.9140359397765905,0.45170274273949274
36,35557ECB010    ,2023,50,7.0,31.0,37.0,小川工業（株）,7.728260869565217,0.17,4.53,4.710000000000001,5.165,5.445,0.93,1.0635074735161805,1.0,"箱種類    TP-131 ﾊﾝﾖｳ
箱種類      ＴＰ３４１フタナシ
Name: 47, dtype: object",1.0,6.0,4.92,46,28,38.630434782608695,4.36,0.1800000000000006,0.4549999999999992,0.28000000000000025,0.915,0.05,0.9838709677419355,0.860360667682773,9.180066142091459,0.6448924763246735
37,35580ECB011    ,2023,50,78.0,240.0,272.0,アイシン精機（株）,59.333333333333336,0.21,1.19,1.73,2.9400000000000004,3.185,0.9,0.9522420548541576,3.0,"箱種類    TP-342 ｾﾝﾖｳ
箱種類      ＴＰ３３１フタアリ
Name: 1, dtype: object",1.0,1.0,1.79,6,190,236.0,0.98,0.54,1.2100000000000004,0.24499999999999966,1.995,0.14,2.216666666666667,2.0950555479358113,4.711852120333454,1.1639732007397001
38,35595ECB010    ,2023,50,7.0,45.0,40.0,サトープレス工業（株）,8.9,0.12,1.94,2.25,3.7,3.93,0.61,0.7260934552314613,1.0,"箱種類       TP-131 ｾﾝﾖｳ
箱種類    サンボックス＃２４Ａフタアリ
Name: 73, dtype: object",1.0,4.0,4.0,40,37,44.425,1.8199999999999998,0.31000000000000005,1.4500000000000002,0.22999999999999998,1.9900000000000002,0.0,3.2622950819672134,2.7406940327889826,6.2921348314606735,0.7810639018091096
39,3559850A010    ,2023,50,3.0,15.0,17.0,アイコー（株）,3.55,0.49,4.14,4.52,4.92,5.22,0.94,1.2302336380786532,1.0,"箱種類    AW-131 ｾﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 94, dtype: object",1.0,6.0,5.76,100,13,14.16,3.6499999999999995,0.3799999999999999,0.40000000000000036,0.2999999999999998,1.08,0.32,1.148936170212766,0.8778820270974836,7.500625052087675,0.3627660891623862
40,35771ECB010    ,2023,50,17.0,401.0,408.0,アイシン機工（株）,89.0,0.39,1.2,1.42,1.64,1.795,0.79,0.8248280365694385,3.0,"箱種類        TP-341 ﾊﾝﾖｳ
箱種類    ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ
Name: 82, dtype: object",1.0,4.0,4.0,4,406,444.25,0.8099999999999999,0.21999999999999997,0.21999999999999997,0.15500000000000003,0.595,0.07,0.7531645569620252,0.7213624823844232,1.5280898876404494,0.6022369939895713
41,35771ECE010    ,2023,50,35.0,296.0,301.0,アイシン機工（株）,65.16666666666667,0.39,1.2,1.44,2.07,2.3,0.79,0.8195602906761917,2.0,"箱種類        TP-341 ﾊﾝﾖｳ
箱種類    ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ
Name: 83, dtype: object",1.0,4.0,4.0,6,273,326.8333333333333,0.8099999999999999,0.24,0.6299999999999999,0.22999999999999998,1.0999999999999999,0.07,1.3924050632911391,1.3421831346811919,4.296675191815856,1.467709847115792
42,35847ECB010    ,2023,50,5.0,27.0,25.0,（株）メタルテック,4.45,0.09,4.01,4.13,4.7,5.33,0.55,0.7821869104629227,1.0,"箱種類        TP-332 ﾊﾝﾖｳ
箱種類    ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ
Name: 350, dtype: object",1.0,4.0,4.0,80,17,22.2125,3.92,0.1200000000000001,0.5700000000000003,0.6299999999999999,1.3200000000000003,0.0,2.4000000000000004,1.687576182039128,8.988764044943819,0.4843194767172935
43,35847ECB020    ,2023,50,4.0,26.0,24.0,（株）メタルテック,5.085714285714285,0.09,4.01,4.13,4.41,4.76,0.5,0.7031635466550573,1.0,"箱種類        TP-332 ﾊﾝﾖｳ
箱種類    ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ
Name: 351, dtype: object",1.0,4.0,4.0,70,21,25.385714285714286,3.92,0.1200000000000001,0.28000000000000025,0.34999999999999964,0.75,0.0,1.5,1.0666081931689195,6.292134831460674,0.5116496801162914
44,35847ECE010    ,2023,50,15.0,52.0,45.0,（株）メタルテック,9.775,0.1,4.015,4.13,5.105,5.31,0.5,0.5985343022539722,1.0,"箱種類        TP-332 ﾊﾝﾖｳ
箱種類    ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ
Name: 352, dtype: object",1.0,4.0,4.0,40,38,49.025000000000006,3.9149999999999996,0.11500000000000021,0.9750000000000005,0.20499999999999918,1.295,0.0,2.59,2.163618685049902,12.27621483375959,0.9862766291536814
45,35847ECE020    ,2023,50,11.0,34.0,31.0,（株）メタルテック,6.516666666666667,0.09,4.01,4.13,4.6899999999999995,4.92,0.53,0.6778014533809582,1.0,"箱種類        TP-332 ﾊﾝﾖｳ
箱種類    ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ
Name: 353, dtype: object",1.0,4.0,4.0,60,24,32.68333333333334,3.92,0.1200000000000001,0.5599999999999996,0.23000000000000043,0.9100000000000001,0.0,1.716981132075472,1.342576053003142,13.503836317135548,0.7115671434988226
